text	curie	name	predicate	provenance	source
HP_ABNORMAL_CIRCULATING_COPPER_CONCENTRATION	msigdb:M37667	HP_ABNORMAL_CIRCULATING_COPPER_CONCENTRATION	rdfs:label		msigdb
HP_MULTIFOCAL_EPILEPTIFORM_DISCHARGES	msigdb:M37669	HP_MULTIFOCAL_EPILEPTIFORM_DISCHARGES	rdfs:label		msigdb
GSE17721_CTRL_VS_CPG_8H_BMDC_UP	msigdb:M3767	GSE17721_CTRL_VS_CPG_8H_BMDC_UP	rdfs:label	pubmed:19729616	msigdb
HP_EEG_WITH_MULTIFOCAL_SLOW_ACTIVITY	msigdb:M37670	HP_EEG_WITH_MULTIFOCAL_SLOW_ACTIVITY	rdfs:label		msigdb
HP_EEG_WITH_GENERALIZED_SLOW_ACTIVITY	msigdb:M37671	HP_EEG_WITH_GENERALIZED_SLOW_ACTIVITY	rdfs:label		msigdb
HP_DELAYED_FINE_MOTOR_DEVELOPMENT	msigdb:M37675	HP_DELAYED_FINE_MOTOR_DEVELOPMENT	rdfs:label		msigdb
HP_RECEPTIVE_LANGUAGE_DELAY	msigdb:M37676	HP_RECEPTIVE_LANGUAGE_DELAY	rdfs:label		msigdb
HP_INTELLECTUAL_DISABILITY_SEVERE	msigdb:M37677	HP_INTELLECTUAL_DISABILITY_SEVERE	rdfs:label		msigdb
HP_SENSORY_ATAXIA	msigdb:M37678	HP_SENSORY_ATAXIA	rdfs:label		msigdb
HP_TENDON_XANTHOMATOSIS	msigdb:M37679	HP_TENDON_XANTHOMATOSIS	rdfs:label		msigdb
GSE17721_CTRL_VS_CPG_8H_BMDC_DN	msigdb:M3768	GSE17721_CTRL_VS_CPG_8H_BMDC_DN	rdfs:label	pubmed:19729616	msigdb
HP_ABNORMAL_CIRCULATING_PROTEIN_CONCENTRATION	msigdb:M37680	HP_ABNORMAL_CIRCULATING_PROTEIN_CONCENTRATION	rdfs:label		msigdb
HP_INCREASED_NUCHAL_TRANSLUCENCY	msigdb:M37681	HP_INCREASED_NUCHAL_TRANSLUCENCY	rdfs:label		msigdb
HP_ABNORMALITY_OF_THE_UMBILICAL_CORD	msigdb:M37682	HP_ABNORMALITY_OF_THE_UMBILICAL_CORD	rdfs:label		msigdb
HP_AVASCULAR_NECROSIS	msigdb:M37683	HP_AVASCULAR_NECROSIS	rdfs:label		msigdb
HP_ABNORMAL_CIRCULATING_BRANCHED_CHAIN_AMINO_ACID_CONCENTRATION	msigdb:M37684	HP_ABNORMAL_CIRCULATING_BRANCHED_CHAIN_AMINO_ACID_CONCENTRATION	rdfs:label		msigdb
HP_ABNORMAL_CIRCULATING_PHENYLALANINE_CONCENTRATION	msigdb:M37685	HP_ABNORMAL_CIRCULATING_PHENYLALANINE_CONCENTRATION	rdfs:label		msigdb
HP_ABNORMAL_CIRCULATING_SERINE_FAMILY_AMINO_ACID_CONCENTRATION	msigdb:M37686	HP_ABNORMAL_CIRCULATING_SERINE_FAMILY_AMINO_ACID_CONCENTRATION	rdfs:label		msigdb
HP_ABNORMAL_CIRCULATING_GLYCINE_CONCENTRATION	msigdb:M37687	HP_ABNORMAL_CIRCULATING_GLYCINE_CONCENTRATION	rdfs:label		msigdb
HP_ABNORMAL_CIRCULATING_ASPARTATE_FAMILY_AMINO_ACID_CONCENTRATION	msigdb:M37688	HP_ABNORMAL_CIRCULATING_ASPARTATE_FAMILY_AMINO_ACID_CONCENTRATION	rdfs:label		msigdb
GSE17721_CTRL_VS_CPG_12H_BMDC_UP	msigdb:M3769	GSE17721_CTRL_VS_CPG_12H_BMDC_UP	rdfs:label	pubmed:19729616	msigdb
HP_ABNORMAL_CIRCULATING_GLUTAMINE_FAMILY_AMINO_ACID_CONCENTRATION	msigdb:M37690	HP_ABNORMAL_CIRCULATING_GLUTAMINE_FAMILY_AMINO_ACID_CONCENTRATION	rdfs:label		msigdb
HP_ABNORMAL_CIRCULATING_GLUTAMINE_CONCENTRATION	msigdb:M37691	HP_ABNORMAL_CIRCULATING_GLUTAMINE_CONCENTRATION	rdfs:label		msigdb
HP_ABNORMAL_CIRCULATING_PROLINE_CONCENTRATION	msigdb:M37692	HP_ABNORMAL_CIRCULATING_PROLINE_CONCENTRATION	rdfs:label		msigdb
HP_ABNORMAL_CIRCULATING_ARGININE_CONCENTRATION	msigdb:M37693	HP_ABNORMAL_CIRCULATING_ARGININE_CONCENTRATION	rdfs:label		msigdb
HP_ZONULAR_CATARACT	msigdb:M37696	HP_ZONULAR_CATARACT	rdfs:label		msigdb
HP_ABNORMAL_BLOOD_INORGANIC_CATION_CONCENTRATION	msigdb:M37697	HP_ABNORMAL_BLOOD_INORGANIC_CATION_CONCENTRATION	rdfs:label		msigdb
HP_ABNORMAL_BLOOD_MONOVALENT_INORGANIC_CATION_CONCENTRATION	msigdb:M37698	HP_ABNORMAL_BLOOD_MONOVALENT_INORGANIC_CATION_CONCENTRATION	rdfs:label		msigdb
HP_ABNORMAL_BLOOD_SODIUM_CONCENTRATION	msigdb:M37699	HP_ABNORMAL_BLOOD_SODIUM_CONCENTRATION	rdfs:label		msigdb
GSE7219_WT_VS_NIK_NFKB2_KO_DC_UP	msigdb:M377	GSE7219_WT_VS_NIK_NFKB2_KO_DC_UP	rdfs:label	pubmed:18566401	msigdb
GSE17721_CTRL_VS_CPG_12H_BMDC_DN	msigdb:M3770	GSE17721_CTRL_VS_CPG_12H_BMDC_DN	rdfs:label	pubmed:19729616	msigdb
HP_ABNORMALITY_OF_THE_LOWER_URINARY_TRACT	msigdb:M37701	HP_ABNORMALITY_OF_THE_LOWER_URINARY_TRACT	rdfs:label		msigdb
HP_ABNORMAL_NASAL_SKELETON_MORPHOLOGY	msigdb:M37702	HP_ABNORMAL_NASAL_SKELETON_MORPHOLOGY	rdfs:label		msigdb
HP_ABNORMAL_EXTERNAL_NOSE_MORPHOLOGY	msigdb:M37703	HP_ABNORMAL_EXTERNAL_NOSE_MORPHOLOGY	rdfs:label		msigdb
HP_ABNORMAL_NASAL_BONE_MORPHOLOGY	msigdb:M37704	HP_ABNORMAL_NASAL_BONE_MORPHOLOGY	rdfs:label		msigdb
HP_ABNORMAL_RENAL_PELVIS_MORPHOLOGY	msigdb:M37705	HP_ABNORMAL_RENAL_PELVIS_MORPHOLOGY	rdfs:label		msigdb
HP_ABNORMAL_FETAL_CARDIOVASCULAR_MORPHOLOGY	msigdb:M37706	HP_ABNORMAL_FETAL_CARDIOVASCULAR_MORPHOLOGY	rdfs:label		msigdb
HP_DILATATION_OF_THE_BLADDER	msigdb:M37707	HP_DILATATION_OF_THE_BLADDER	rdfs:label		msigdb
HP_ABNORMAL_CIRCULATING_LONG_CHAIN_FATTY_ACID_CONCENTRATION	msigdb:M37708	HP_ABNORMAL_CIRCULATING_LONG_CHAIN_FATTY_ACID_CONCENTRATION	rdfs:label		msigdb
HP_ABNORMAL_CIRCULATING_FATTY_ACID_ANION_CONCENTRATION	msigdb:M37709	HP_ABNORMAL_CIRCULATING_FATTY_ACID_ANION_CONCENTRATION	rdfs:label		msigdb
GSE17721_CTRL_VS_CPG_24H_BMDC_UP	msigdb:M3771	GSE17721_CTRL_VS_CPG_24H_BMDC_UP	rdfs:label	pubmed:19729616	msigdb
HP_ANEMIA_OF_INADEQUATE_PRODUCTION	msigdb:M37710	HP_ANEMIA_OF_INADEQUATE_PRODUCTION	rdfs:label		msigdb
HP_ABNORMAL_MYELOID_LEUKOCYTE_MORPHOLOGY	msigdb:M37711	HP_ABNORMAL_MYELOID_LEUKOCYTE_MORPHOLOGY	rdfs:label		msigdb
HP_DECREASED_TOTAL_B_CELL_COUNT	msigdb:M37712	HP_DECREASED_TOTAL_B_CELL_COUNT	rdfs:label		msigdb
HP_ABNORMALITY_OF_LIPOPROTEIN_CHOLESTEROL_CONCENTRATION	msigdb:M37714	HP_ABNORMALITY_OF_LIPOPROTEIN_CHOLESTEROL_CONCENTRATION	rdfs:label		msigdb
HP_HYPERLIPOPROTEINEMIA	msigdb:M37715	HP_HYPERLIPOPROTEINEMIA	rdfs:label		msigdb
HP_HYPOLIPOPROTEINEMIA	msigdb:M37716	HP_HYPOLIPOPROTEINEMIA	rdfs:label		msigdb
HP_POLYGENIC_INHERITANCE	msigdb:M37717	HP_POLYGENIC_INHERITANCE	rdfs:label		msigdb
HP_DIGENIC_INHERITANCE	msigdb:M37718	HP_DIGENIC_INHERITANCE	rdfs:label		msigdb
GSE17721_CTRL_VS_CPG_24H_BMDC_DN	msigdb:M3772	GSE17721_CTRL_VS_CPG_24H_BMDC_DN	rdfs:label	pubmed:19729616	msigdb
HP_ABNORMALITY_OF_THE_EXTRINSIC_PATHWAY	msigdb:M37720	HP_ABNORMALITY_OF_THE_EXTRINSIC_PATHWAY	rdfs:label		msigdb
HP_ABNORMALITY_OF_THE_INTRINSIC_PATHWAY	msigdb:M37721	HP_ABNORMALITY_OF_THE_INTRINSIC_PATHWAY	rdfs:label		msigdb
HP_ABNORMALITY_OF_THE_COMMON_COAGULATION_PATHWAY	msigdb:M37722	HP_ABNORMALITY_OF_THE_COMMON_COAGULATION_PATHWAY	rdfs:label		msigdb
HP_ABNORMAL_MORPHOLOGY_OF_THE_ABDOMINAL_MUSCULATURE	msigdb:M37723	HP_ABNORMAL_MORPHOLOGY_OF_THE_ABDOMINAL_MUSCULATURE	rdfs:label		msigdb
HP_ABNORMAL_CEREBRAL_SUBCORTEX_MORPHOLOGY	msigdb:M37724	HP_ABNORMAL_CEREBRAL_SUBCORTEX_MORPHOLOGY	rdfs:label		msigdb
HP_ABNORMAL_CORPUS_STRIATUM_MORPHOLOGY	msigdb:M37725	HP_ABNORMAL_CORPUS_STRIATUM_MORPHOLOGY	rdfs:label		msigdb
HP_ABNORMAL_CIRCULATING_MONOCARBOXYLIC_ACID_CONCENTRATION	msigdb:M37726	HP_ABNORMAL_CIRCULATING_MONOCARBOXYLIC_ACID_CONCENTRATION	rdfs:label		msigdb
HP_CHROMOSOMAL_BREAKAGE_INDUCED_BY_IONIZING_RADIATION	msigdb:M37727	HP_CHROMOSOMAL_BREAKAGE_INDUCED_BY_IONIZING_RADIATION	rdfs:label		msigdb
HP_INCREASED_BONE_MINERAL_DENSITY	msigdb:M37728	HP_INCREASED_BONE_MINERAL_DENSITY	rdfs:label		msigdb
HP_OSTEOPETROSIS	msigdb:M37729	HP_OSTEOPETROSIS	rdfs:label		msigdb
GOBP_SECONDARY_METABOLIC_PROCESS	msigdb:M3773	GOBP_SECONDARY_METABOLIC_PROCESS	rdfs:label		msigdb
HP_HIGH_MYOPIA	msigdb:M37730	HP_HIGH_MYOPIA	rdfs:label		msigdb
HP_ABNORMAL_SYSTEMIC_ARTERIAL_MORPHOLOGY	msigdb:M37731	HP_ABNORMAL_SYSTEMIC_ARTERIAL_MORPHOLOGY	rdfs:label		msigdb
HP_ABNORMAL_MORPHOLOGY_OF_THE_MUSCULATURE_OF_THE_NECK	msigdb:M37732	HP_ABNORMAL_MORPHOLOGY_OF_THE_MUSCULATURE_OF_THE_NECK	rdfs:label		msigdb
HP_TEMPORAL_PATTERN	msigdb:M37733	HP_TEMPORAL_PATTERN	rdfs:label		msigdb
HP_ABNORMAL_CIRCULATING_CARBOHYDRATE_CONCENTRATION	msigdb:M37734	HP_ABNORMAL_CIRCULATING_CARBOHYDRATE_CONCENTRATION	rdfs:label		msigdb
HP_ABNORMAL_GLUCOSE_HOMEOSTASIS	msigdb:M37735	HP_ABNORMAL_GLUCOSE_HOMEOSTASIS	rdfs:label		msigdb
HP_ABNORMAL_BLOOD_GLUCOSE_CONCENTRATION	msigdb:M37736	HP_ABNORMAL_BLOOD_GLUCOSE_CONCENTRATION	rdfs:label		msigdb
HP_APLASIA_HYPOPLASIA_OF_THE_VAGINA	msigdb:M37739	HP_APLASIA_HYPOPLASIA_OF_THE_VAGINA	rdfs:label		msigdb
GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_UP	msigdb:M3774	GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_UP	rdfs:label	pubmed:19729616	msigdb
HP_ABNORMAL_FALLOPIAN_TUBE_MORPHOLOGY	msigdb:M37740	HP_ABNORMAL_FALLOPIAN_TUBE_MORPHOLOGY	rdfs:label		msigdb
HP_ABNORMALITY_OF_BLOOD_CIRCULATION	msigdb:M37741	HP_ABNORMALITY_OF_BLOOD_CIRCULATION	rdfs:label		msigdb
HP_ABNORMAL_BLOOD_TRANSITION_ELEMENT_CATION_CONCENTRATION	msigdb:M37742	HP_ABNORMAL_BLOOD_TRANSITION_ELEMENT_CATION_CONCENTRATION	rdfs:label		msigdb
HP_ABNORMALITY_OF_IRON_HOMEOSTASIS	msigdb:M37743	HP_ABNORMALITY_OF_IRON_HOMEOSTASIS	rdfs:label		msigdb
HP_ABNORMALITY_OF_FLUID_REGULATION	msigdb:M37744	HP_ABNORMALITY_OF_FLUID_REGULATION	rdfs:label		msigdb
HP_AMYLOIDOSIS	msigdb:M37745	HP_AMYLOIDOSIS	rdfs:label		msigdb
HP_ABNORMAL_RENAL_CORTEX_MORPHOLOGY	msigdb:M37746	HP_ABNORMAL_RENAL_CORTEX_MORPHOLOGY	rdfs:label		msigdb
HP_ABNORMALITY_OF_RENAL_EXCRETION	msigdb:M37747	HP_ABNORMALITY_OF_RENAL_EXCRETION	rdfs:label		msigdb
HP_DECREASED_URINE_OUTPUT	msigdb:M37748	HP_DECREASED_URINE_OUTPUT	rdfs:label		msigdb
HP_ABNORMAL_RENAL_TUBULAR_RESORPTION	msigdb:M37749	HP_ABNORMAL_RENAL_TUBULAR_RESORPTION	rdfs:label		msigdb
GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_DN	msigdb:M3775	GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_DN	rdfs:label	pubmed:19729616	msigdb
HP_ABNORMAL_HELIX_MORPHOLOGY	msigdb:M37750	HP_ABNORMAL_HELIX_MORPHOLOGY	rdfs:label		msigdb
HP_ABNORMAL_INTRAHEPATIC_BILE_DUCT_MORPHOLOGY	msigdb:M37751	HP_ABNORMAL_INTRAHEPATIC_BILE_DUCT_MORPHOLOGY	rdfs:label		msigdb
HP_ABNORMAL_CIRCULATING_POTASSIUM_CONCENTRATION	msigdb:M37752	HP_ABNORMAL_CIRCULATING_POTASSIUM_CONCENTRATION	rdfs:label		msigdb
HP_ABNORMAL_CIRCULATING_ADRENOCORTICOTROPIN_CONCENTRATION	msigdb:M37753	HP_ABNORMAL_CIRCULATING_ADRENOCORTICOTROPIN_CONCENTRATION	rdfs:label		msigdb
HP_ABNORMAL_NUMBER_OF_PERMANENT_TEETH	msigdb:M37754	HP_ABNORMAL_NUMBER_OF_PERMANENT_TEETH	rdfs:label		msigdb
HP_ABNORMALITY_OF_DENTAL_STRUCTURE	msigdb:M37755	HP_ABNORMALITY_OF_DENTAL_STRUCTURE	rdfs:label		msigdb
HP_ABNORMAL_INCISOR_MORPHOLOGY	msigdb:M37756	HP_ABNORMAL_INCISOR_MORPHOLOGY	rdfs:label		msigdb
HP_ABNORMAL_NUMBER_OF_INCISORS	msigdb:M37757	HP_ABNORMAL_NUMBER_OF_INCISORS	rdfs:label		msigdb
HP_CONICAL_INCISOR	msigdb:M37758	HP_CONICAL_INCISOR	rdfs:label		msigdb
HP_SUPERNUMERARY_TOOTH	msigdb:M37759	HP_SUPERNUMERARY_TOOTH	rdfs:label		msigdb
GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_UP	msigdb:M3776	GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_UP	rdfs:label	pubmed:19729616	msigdb
HP_ABNORMALITY_OF_DENTAL_COLOR	msigdb:M37760	HP_ABNORMALITY_OF_DENTAL_COLOR	rdfs:label		msigdb
HP_ABNORMALITY_OF_CANINE	msigdb:M37762	HP_ABNORMALITY_OF_CANINE	rdfs:label		msigdb
HP_INCISOR_MACRODONTIA	msigdb:M37763	HP_INCISOR_MACRODONTIA	rdfs:label		msigdb
HP_INCREASED_OVERBITE	msigdb:M37764	HP_INCREASED_OVERBITE	rdfs:label		msigdb
HP_PERIPHERAL_DEMYELINATION	msigdb:M37765	HP_PERIPHERAL_DEMYELINATION	rdfs:label		msigdb
HP_EPILEPTIC_SPASM	msigdb:M37766	HP_EPILEPTIC_SPASM	rdfs:label		msigdb
HP_SPEECH_APRAXIA	msigdb:M37767	HP_SPEECH_APRAXIA	rdfs:label		msigdb
HP_INTESTINAL_ATRESIA	msigdb:M37768	HP_INTESTINAL_ATRESIA	rdfs:label		msigdb
HP_ABNORMAL_LEFT_VENTRICULAR_OUTFLOW_TRACT_MORPHOLOGY	msigdb:M37769	HP_ABNORMAL_LEFT_VENTRICULAR_OUTFLOW_TRACT_MORPHOLOGY	rdfs:label		msigdb
GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_DN	msigdb:M3777	GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_DN	rdfs:label	pubmed:19729616	msigdb
HP_RECURRENT_SINUSITIS	msigdb:M37772	HP_RECURRENT_SINUSITIS	rdfs:label		msigdb
HP_CHRONIC_SINUSITIS	msigdb:M37773	HP_CHRONIC_SINUSITIS	rdfs:label		msigdb
HP_ABNORMAL_NASAL_DORSUM_MORPHOLOGY	msigdb:M37775	HP_ABNORMAL_NASAL_DORSUM_MORPHOLOGY	rdfs:label		msigdb
HP_CONCAVE_NASAL_RIDGE	msigdb:M37776	HP_CONCAVE_NASAL_RIDGE	rdfs:label		msigdb
HP_ABNORMALITY_OF_SKIN_PHYSIOLOGY	msigdb:M37777	HP_ABNORMALITY_OF_SKIN_PHYSIOLOGY	rdfs:label		msigdb
HP_ABNORMAL_EPIDERMAL_MORPHOLOGY	msigdb:M37778	HP_ABNORMAL_EPIDERMAL_MORPHOLOGY	rdfs:label		msigdb
HP_ABNORMALITY_OF_DERMAL_MELANOSOMES	msigdb:M37779	HP_ABNORMALITY_OF_DERMAL_MELANOSOMES	rdfs:label		msigdb
GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_UP	msigdb:M3778	GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_UP	rdfs:label	pubmed:19729616	msigdb
HP_INCREASED_SENSITIVITY_TO_IONIZING_RADIATION	msigdb:M37780	HP_INCREASED_SENSITIVITY_TO_IONIZING_RADIATION	rdfs:label		msigdb
HP_SYMPTOMATIC_SEIZURES	msigdb:M37782	HP_SYMPTOMATIC_SEIZURES	rdfs:label		msigdb
HP_DIALEPTIC_SEIZURE	msigdb:M37783	HP_DIALEPTIC_SEIZURE	rdfs:label		msigdb
HP_MYOCLONIC_ABSENCE_SEIZURE	msigdb:M37784	HP_MYOCLONIC_ABSENCE_SEIZURE	rdfs:label		msigdb
HP_FOCAL_MOTOR_SEIZURE	msigdb:M37785	HP_FOCAL_MOTOR_SEIZURE	rdfs:label		msigdb
HP_FOCAL_SENSORY_SEIZURE	msigdb:M37786	HP_FOCAL_SENSORY_SEIZURE	rdfs:label		msigdb
HP_GENERALIZED_CLONIC_SEIZURE	msigdb:M37788	HP_GENERALIZED_CLONIC_SEIZURE	rdfs:label		msigdb
HP_COMPLEX_FEBRILE_SEIZURE	msigdb:M37789	HP_COMPLEX_FEBRILE_SEIZURE	rdfs:label		msigdb
GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_DN	msigdb:M3779	GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_DN	rdfs:label	pubmed:19729616	msigdb
HP_EEG_WITH_FOCAL_EPILEPTIFORM_DISCHARGES	msigdb:M37790	HP_EEG_WITH_FOCAL_EPILEPTIFORM_DISCHARGES	rdfs:label		msigdb
HP_EEG_WITH_FOCAL_SPIKES	msigdb:M37791	HP_EEG_WITH_FOCAL_SPIKES	rdfs:label		msigdb
HP_EEG_WITH_FOCAL_SHARP_SLOW_WAVES	msigdb:M37792	HP_EEG_WITH_FOCAL_SHARP_SLOW_WAVES	rdfs:label		msigdb
HP_EEG_WITH_FOCAL_SHARP_WAVES	msigdb:M37793	HP_EEG_WITH_FOCAL_SHARP_WAVES	rdfs:label		msigdb
HP_EEG_WITH_FOCAL_SPIKE_WAVES	msigdb:M37794	HP_EEG_WITH_FOCAL_SPIKE_WAVES	rdfs:label		msigdb
HP_EEG_WITH_ABNORMALLY_SLOW_FREQUENCIES	msigdb:M37795	HP_EEG_WITH_ABNORMALLY_SLOW_FREQUENCIES	rdfs:label		msigdb
HP_EEG_WITH_CONTINUOUS_SLOW_ACTIVITY	msigdb:M37796	HP_EEG_WITH_CONTINUOUS_SLOW_ACTIVITY	rdfs:label		msigdb
HP_SHORT_FACE	msigdb:M37799	HP_SHORT_FACE	rdfs:label		msigdb
MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	msigdb:M378	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	rdfs:label	pubmed:21320499	msigdb
GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_UP	msigdb:M3780	GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_UP	rdfs:label	pubmed:19729616	msigdb
HP_PROMINENT_FOREHEAD	msigdb:M37800	HP_PROMINENT_FOREHEAD	rdfs:label		msigdb
HP_APLASIA_HYPOPLASIA_OF_THE_EYELID	msigdb:M37801	HP_APLASIA_HYPOPLASIA_OF_THE_EYELID	rdfs:label		msigdb
HP_HORIZONTAL_EYEBROW	msigdb:M37803	HP_HORIZONTAL_EYEBROW	rdfs:label		msigdb
HP_BROAD_EYEBROW	msigdb:M37804	HP_BROAD_EYEBROW	rdfs:label		msigdb
HP_MICROTIA_THIRD_DEGREE	msigdb:M37805	HP_MICROTIA_THIRD_DEGREE	rdfs:label		msigdb
HP_ANISOCYTOSIS	msigdb:M37806	HP_ANISOCYTOSIS	rdfs:label		msigdb
HP_RECURRENT_MYCOBACTERIAL_INFECTIONS	msigdb:M37807	HP_RECURRENT_MYCOBACTERIAL_INFECTIONS	rdfs:label		msigdb
HP_VASCULAR_SKIN_ABNORMALITY	msigdb:M37808	HP_VASCULAR_SKIN_ABNORMALITY	rdfs:label		msigdb
HP_ABNORMALITY_OF_THE_URINARY_SYSTEM_PHYSIOLOGY	msigdb:M37809	HP_ABNORMALITY_OF_THE_URINARY_SYSTEM_PHYSIOLOGY	rdfs:label		msigdb
GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_DN	msigdb:M3781	GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_DN	rdfs:label	pubmed:19729616	msigdb
HP_ABNORMALITY_OF_URINE_CALCIUM_CONCENTRATION	msigdb:M37810	HP_ABNORMALITY_OF_URINE_CALCIUM_CONCENTRATION	rdfs:label		msigdb
HP_BROAD_THUMB	msigdb:M37813	HP_BROAD_THUMB	rdfs:label		msigdb
HP_SLENDER_TOE	msigdb:M37814	HP_SLENDER_TOE	rdfs:label		msigdb
HP_ABNORMAL_LONG_BONE_MORPHOLOGY	msigdb:M37815	HP_ABNORMAL_LONG_BONE_MORPHOLOGY	rdfs:label		msigdb
HP_BICORONAL_SYNOSTOSIS	msigdb:M37816	HP_BICORONAL_SYNOSTOSIS	rdfs:label		msigdb
HP_MULTIPLE_SUTURE_CRANIOSYNOSTOSIS	msigdb:M37817	HP_MULTIPLE_SUTURE_CRANIOSYNOSTOSIS	rdfs:label		msigdb
HP_ABNORMAL_FONTANELLE_MORPHOLOGY	msigdb:M37818	HP_ABNORMAL_FONTANELLE_MORPHOLOGY	rdfs:label		msigdb
HP_ABNORMALITY_OF_CRANIAL_SUTURES	msigdb:M37819	HP_ABNORMALITY_OF_CRANIAL_SUTURES	rdfs:label		msigdb
NAKAYAMA_FRA2_TARGETS	msigdb:M3782	NAKAYAMA_FRA2_TARGETS	rdfs:label	pubmed:18071306	msigdb
HP_METOPIC_SYNOSTOSIS	msigdb:M37820	HP_METOPIC_SYNOSTOSIS	rdfs:label		msigdb
HP_FACIAL_SHAPE_DEFORMATION	msigdb:M37821	HP_FACIAL_SHAPE_DEFORMATION	rdfs:label		msigdb
HP_ABNORMALITY_OF_MOUTH_SIZE	msigdb:M37822	HP_ABNORMALITY_OF_MOUTH_SIZE	rdfs:label		msigdb
HP_ABNORMALITY_OF_MOUTH_SHAPE	msigdb:M37823	HP_ABNORMALITY_OF_MOUTH_SHAPE	rdfs:label		msigdb
HP_ABNORMALITY_OF_UPPER_LIP_VERMILLION	msigdb:M37824	HP_ABNORMALITY_OF_UPPER_LIP_VERMILLION	rdfs:label		msigdb
HP_LONG_UPPER_LIP	msigdb:M37825	HP_LONG_UPPER_LIP	rdfs:label		msigdb
HP_MILD_GLOBAL_DEVELOPMENTAL_DELAY	msigdb:M37826	HP_MILD_GLOBAL_DEVELOPMENTAL_DELAY	rdfs:label		msigdb
HP_MODERATE_GLOBAL_DEVELOPMENTAL_DELAY	msigdb:M37827	HP_MODERATE_GLOBAL_DEVELOPMENTAL_DELAY	rdfs:label		msigdb
HP_SEVERE_GLOBAL_DEVELOPMENTAL_DELAY	msigdb:M37828	HP_SEVERE_GLOBAL_DEVELOPMENTAL_DELAY	rdfs:label		msigdb
HP_GENERALIZED_ABNORMALITY_OF_SKIN	msigdb:M37829	HP_GENERALIZED_ABNORMALITY_OF_SKIN	rdfs:label		msigdb
chr2q37	msigdb:M3783	chr2q37	rdfs:label		msigdb
HP_LOCALIZED_SKIN_LESION	msigdb:M37830	HP_LOCALIZED_SKIN_LESION	rdfs:label		msigdb
HP_REGIONAL_ABNORMALITY_OF_SKIN	msigdb:M37831	HP_REGIONAL_ABNORMALITY_OF_SKIN	rdfs:label		msigdb
HP_GENERALIZED_HYPOPIGMENTATION_OF_HAIR	msigdb:M37832	HP_GENERALIZED_HYPOPIGMENTATION_OF_HAIR	rdfs:label		msigdb
HP_DRY_HAIR	msigdb:M37833	HP_DRY_HAIR	rdfs:label		msigdb
HP_ACQUIRED_ABNORMAL_HAIR_PATTERN	msigdb:M37834	HP_ACQUIRED_ABNORMAL_HAIR_PATTERN	rdfs:label		msigdb
HP_ABNORMAL_HAIR_QUANTITY	msigdb:M37836	HP_ABNORMAL_HAIR_QUANTITY	rdfs:label		msigdb
HP_WHITE_HAIR	msigdb:M37837	HP_WHITE_HAIR	rdfs:label		msigdb
HP_PATCHY_HYPOPIGMENTATION_OF_HAIR	msigdb:M37838	HP_PATCHY_HYPOPIGMENTATION_OF_HAIR	rdfs:label		msigdb
HP_ABNORMAL_MORPHOLOGY_OF_THE_VESTIBULE_OF_THE_INNER_EAR	msigdb:M37839	HP_ABNORMAL_MORPHOLOGY_OF_THE_VESTIBULE_OF_THE_INNER_EAR	rdfs:label		msigdb
MORF_PRDX3	msigdb:M3784	MORF_PRDX3	rdfs:label		msigdb
HP_APLASIA_OF_THE_SEMICIRCULAR_CANAL	msigdb:M37840	HP_APLASIA_OF_THE_SEMICIRCULAR_CANAL	rdfs:label		msigdb
HP_ABNORMALITY_OF_THE_INTERNAL_AUDITORY_CANAL	msigdb:M37841	HP_ABNORMALITY_OF_THE_INTERNAL_AUDITORY_CANAL	rdfs:label		msigdb
HP_NARROW_INTERNAL_AUDITORY_CANAL	msigdb:M37842	HP_NARROW_INTERNAL_AUDITORY_CANAL	rdfs:label		msigdb
HP_ABNORMAL_CNS_MYELINATION	msigdb:M37845	HP_ABNORMAL_CNS_MYELINATION	rdfs:label		msigdb
HP_ABNORMAL_PLACENTAL_MEMBRANE_MORPHOLOGY	msigdb:M37846	HP_ABNORMAL_PLACENTAL_MEMBRANE_MORPHOLOGY	rdfs:label		msigdb
HP_CAESAREAN_SECTION	msigdb:M37847	HP_CAESAREAN_SECTION	rdfs:label		msigdb
