text	curie	name	predicate	provenance	source
COPII vesicle coat complex	complexportal:CPX-2523	COPII vesicle coat complex	rdfs:label		complexportal
TLR2-TLR10 toll-like receptor complex	complexportal:CPX-2524	TLR2-TLR10 toll-like receptor complex	rdfs:label	pubmed:33576548,pubmed:34180006	complexportal
MondoA-MLX complex	complexportal:CPX-2525	MLXIP-MLX transcription factor complex	oboInOwl:hasRelatedSynonym		complexportal
MLXIP-MLX transcription factor complex	complexportal:CPX-2525	MLXIP-MLX transcription factor complex	rdfs:label	pubmed:11073985,pubmed:24384812	complexportal
Timeless-Tipin complex	complexportal:CPX-2526	Replication fork protection complex	oboInOwl:hasRelatedSynonym		complexportal
Replication fork protection complex	complexportal:CPX-2526	Replication fork protection complex	rdfs:label	pubmed:32705708,pubmed:36151374	complexportal
muscle-type nicotinic cholinergic receptor complex, alpha1-beta1-delta-gamma	complexportal:CPX-253	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine-gated ion channel complex (foetal extrajunctional)	complexportal:CPX-253	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine receptor complex (foetal extrajunctional)	complexportal:CPX-253	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine receptor; alpha1-beta1-delta-gamma	complexportal:CPX-253	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic cholinergic receptor complex (foetal extrajunctional)	complexportal:CPX-253	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine-gated receptor complex (foetal extrajunctional)	complexportal:CPX-253	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine-gated receptor-channel complex (foetal extrajunctional)	complexportal:CPX-253	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine-gated cation channel complex (foetal extrajunctional)	complexportal:CPX-253	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
ionotropic acetylcholine receptor complex (foetal extrajunctional)	complexportal:CPX-253	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	complexportal:CPX-253	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	rdfs:label	pubmed:15701510	complexportal
ChREBP-MLX complex	complexportal:CPX-2530	MLXIPL-MLX transcription factor complex	oboInOwl:hasRelatedSynonym		complexportal
MLXIPL-MLX transcription factor complex	complexportal:CPX-2530	MLXIPL-MLX transcription factor complex	rdfs:label	pubmed:17148476,pubmed:24384812	complexportal
B9D complex	complexportal:CPX-2531	MKS transition zone complex	oboInOwl:hasRelatedSynonym		complexportal
Tectonic-like complex	complexportal:CPX-2531	MKS transition zone complex	oboInOwl:hasRelatedSynonym		complexportal
Meckel-Gruber Syndrome complex	complexportal:CPX-2531	MKS transition zone complex	oboInOwl:hasRelatedSynonym		complexportal
MKS transition zone complex	complexportal:CPX-2531	MKS transition zone complex	rdfs:label	pubmed:22179047,pubmed:28401750,pubmed:32726168	complexportal
rpoe-rsea-rseb sigma-antisigma complex	complexportal:CPX-2532	rpoe-rsea-rseb sigma-antisigma complex	rdfs:label	pubmed:23687042	complexportal
Constitutive centromere associated network complex	complexportal:CPX-2533	Kinetochore CCAN complex	oboInOwl:hasRelatedSynonym		complexportal
Kinetochore CCAN complex	complexportal:CPX-2533	Kinetochore CCAN complex	rdfs:label	pubmed:31578520,pubmed:32976599	complexportal
Carbon catabolite repression 4 (Ccr4)-negative on TATA-less (NOT) complex	complexportal:CPX-2535	CCR4-NOT mRNA deadenylase complex, CNOT6L-CNOT8 variant	oboInOwl:hasRelatedSynonym		complexportal
CCR4-NOT mRNA deadenylase complex, CNOT6L-CNOT8 variant	complexportal:CPX-2535	CCR4-NOT mRNA deadenylase complex, CNOT6L-CNOT8 variant	rdfs:label	pubmed:19558367,pubmed:24121232,pubmed:31320642,pubmed:33138308	complexportal
NHPH5-NHPH6 complex	complexportal:CPX-2536	CEP290-NPHP5 transition zone complex	oboInOwl:hasRelatedSynonym		complexportal
CEP290-NPHP5 transition zone complex	complexportal:CPX-2536	CEP290-NPHP5 transition zone complex	rdfs:label	pubmed:28401750	complexportal
Linker of Nucleoskeleton and Cytoskeleton complex	complexportal:CPX-2537	LINC complex, SUN1-KASH5 variant	oboInOwl:hasRelatedSynonym		complexportal
LINC complex, SUN1-KASH5 variant	complexportal:CPX-2537	LINC complex, SUN1-KASH5 variant	rdfs:label	pubmed:33393904	complexportal
SCF-KDM2A complex	complexportal:CPX-2538	SCF E3 ubiquitin ligase complex, KDM2A variant	oboInOwl:hasRelatedSynonym		complexportal
SCF-FBXL11 complex	complexportal:CPX-2538	SCF E3 ubiquitin ligase complex, KDM2A variant	oboInOwl:hasRelatedSynonym		complexportal
SCF E3 ubiquitin ligase complex, FBXL11 variant	complexportal:CPX-2538	SCF E3 ubiquitin ligase complex, KDM2A variant	oboInOwl:hasRelatedSynonym		complexportal
SCF E3 ubiquitin ligase complex, KDM2A variant	complexportal:CPX-2538	SCF E3 ubiquitin ligase complex, KDM2A variant	rdfs:label	pubmed:10945468,pubmed:11961546,pubmed:15520277,pubmed:33234069,pubmed:33692209	complexportal
U2 small nuclear ribonucleoprotein complex	complexportal:CPX-2539	U2 small nuclear ribonucleoprotein complex	rdfs:label	pubmed:30765414,pubmed:31744343	complexportal
muscle-type nicotinic acetylcholine receptor; alpha1-beta1-delta-gamma	complexportal:CPX-254	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic cholinergic receptor complex (foetal extrajunctional)	complexportal:CPX-254	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine-gated receptor complex (foetal extrajunctional)	complexportal:CPX-254	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine-gated receptor-channel complex (foetal extrajunctional)	complexportal:CPX-254	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine-gated cation channel complex (foetal extrajunctional)	complexportal:CPX-254	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
ionotropic acetylcholine receptor complex (foetal extrajunctional)	complexportal:CPX-254	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic cholinergic receptor complex, alpha1-beta1-delta-gamma	complexportal:CPX-254	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine-gated ion channel complex (foetal extrajunctional)	complexportal:CPX-254	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine receptor complex (foetal extrajunctional)	complexportal:CPX-254	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	oboInOwl:hasRelatedSynonym		complexportal
Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	complexportal:CPX-254	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-gamma	rdfs:label	pubmed:15701510	complexportal
Five-subunit endosomal Rab5 and RNA/ribosome intermediary complex	complexportal:CPX-2540	FERRY RAB5 effector complex	oboInOwl:hasRelatedSynonym		complexportal
FERRY RAB5 effector complex	complexportal:CPX-2540	FERRY RAB5 effector complex	rdfs:label	pubmed:37267905,pubmed:37267906	complexportal
MMS2-UBC13 ubiquitin ligase complex	complexportal:CPX-2541	MMS2-UBC13 ubiquitin ligase complex	oboInOwl:hasRelatedSynonym		complexportal
MMS2-UBC13 ubiquitin ligase complex	complexportal:CPX-2541	MMS2-UBC13 ubiquitin ligase complex	rdfs:label		complexportal
RagA/C complex	complexportal:CPX-2542	RAG guanosine triphosphatase complex, RAGA-RAGC variant	oboInOwl:hasRelatedSynonym		complexportal
RAG guanosine triphosphatase complex, RAGA-RAGC variant	complexportal:CPX-2542	RAG guanosine triphosphatase complex, RAGA-RAGC variant	rdfs:label	pubmed:23723238,pubmed:31601764,pubmed:36097072	complexportal
KefC-KefF potassium:proton antiporter complex	complexportal:CPX-2543	Glutathione-regulated potassium-efflux system KefC-KefF complex	oboInOwl:hasRelatedSynonym		complexportal
KefC-KefF complex	complexportal:CPX-2543	Glutathione-regulated potassium-efflux system KefC-KefF complex	oboInOwl:hasRelatedSynonym		complexportal
Glutathione-regulated potassium-efflux system KefC-KefF complex	complexportal:CPX-2543	Glutathione-regulated potassium-efflux system KefC-KefF complex	rdfs:label	pubmed:19523906	complexportal
TGF-beta-3 signaling complex	complexportal:CPX-2544	TGF-beta-3-TGFR complex	oboInOwl:hasRelatedSynonym		complexportal
TGF-beta-3-TGFR complex	complexportal:CPX-2544	TGF-beta-3-TGFR complex	rdfs:label	pubmed:11850637,pubmed:1333888,pubmed:18243111,pubmed:19073914,pubmed:22943793,pubmed:8819159,pubmed:9389648	complexportal
TLR4/MD-2 complex	complexportal:CPX-2545	LY96-TLR4 toll-like receptor complex	oboInOwl:hasRelatedSynonym		complexportal
LY96-TLR4 toll-like receptor complex	complexportal:CPX-2545	LY96-TLR4 toll-like receptor complex	rdfs:label	pubmed:19252480,pubmed:33576548,pubmed:34180006	complexportal
MYCL-MAX transcriptional activator complex	complexportal:CPX-2548	MYCL-MAX transcriptional activator complex	rdfs:label	pubmed:24384812	complexportal
NXF5-NXT2 mRNA nuclear export factor complex	complexportal:CPX-2549	NXF5-NXT2 mRNA nuclear export factor complex	rdfs:label		complexportal
muscle-type nicotinic acetylcholine receptor; alpha1-beta1-delta-epsilon	complexportal:CPX-255	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic cholinergic receptor complex (foetal extrajunctional)	complexportal:CPX-255	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine-gated receptor complex (foetal extrajunctional)	complexportal:CPX-255	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine-gated receptor-channel complex (foetal extrajunctional)	complexportal:CPX-255	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine-gated cation channel complex (foetal extrajunctional)	complexportal:CPX-255	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
ionotropic acetylcholine receptor complex (foetal extrajunctional)	complexportal:CPX-255	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic cholinergic receptor complex, alpha1-beta1-delta-epsilon	complexportal:CPX-255	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine-gated ion channel complex (foetal extrajunctional)	complexportal:CPX-255	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine receptor complex (foetal extrajunctional)	complexportal:CPX-255	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	complexportal:CPX-255	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	rdfs:label	pubmed:15701510	complexportal
ncPRC1.6 complex	complexportal:CPX-2550	Non-canonical polycomb repressive complex 1.6, RING1-YAF2 variant	oboInOwl:hasRelatedSynonym		complexportal
Non-canonical PRC1 complex	complexportal:CPX-2550	Non-canonical polycomb repressive complex 1.6, RING1-YAF2 variant	oboInOwl:hasRelatedSynonym		complexportal
Non-canonical polycomb repressive complex 1.6, RING1-YAF2 variant	complexportal:CPX-2550	Non-canonical polycomb repressive complex 1.6, RING1-YAF2 variant	rdfs:label	pubmed:22325352,pubmed:29381691,pubmed:33202645	complexportal
MGA-MAX transcriptional repressor complex	complexportal:CPX-2551	MGA-MAX transcriptional repressor complex	rdfs:label	pubmed:10601024,pubmed:24384812	complexportal
E2F6-DP1 transcriptional repressor complex	complexportal:CPX-2552	E2F6-DP1 transcriptional repressor complex	rdfs:label	pubmed:23954429,pubmed:9704927	complexportal
RIC1-RGP1 guanine nucleotide exchange factor complex	complexportal:CPX-25521	RIC1-RGP1 guanyl-nucleotide exchange factor complex	oboInOwl:hasRelatedSynonym		complexportal
RIC1-RGP1 guanyl-nucleotide exchange factor complex	complexportal:CPX-25521	RIC1-RGP1 guanyl-nucleotide exchange factor complex	rdfs:label	pubmed:23091056	complexportal
CRL1-FBXL18 complex	complexportal:CPX-2553	SCF E3 ubiquitin ligase complex, FBXL18 variant	oboInOwl:hasRelatedSynonym		complexportal
SCF-FBXL18 complex	complexportal:CPX-2553	SCF E3 ubiquitin ligase complex, FBXL18 variant	oboInOwl:hasRelatedSynonym		complexportal
SCF E3 ubiquitin ligase complex, FBXL18 variant	complexportal:CPX-2553	SCF E3 ubiquitin ligase complex, FBXL18 variant	rdfs:label	pubmed:11961546,pubmed:15520277,pubmed:25654763,pubmed:33234069,pubmed:34445249	complexportal
SCF-FBXL19 complex	complexportal:CPX-2554	SCF E3 ubiquitin ligase complex, FBXL19 variant	oboInOwl:hasRelatedSynonym		complexportal
CRL1-FBXL19 complex	complexportal:CPX-2554	SCF E3 ubiquitin ligase complex, FBXL19 variant	oboInOwl:hasRelatedSynonym		complexportal
SCF E3 ubiquitin ligase complex, FBXL19 variant	complexportal:CPX-2554	SCF E3 ubiquitin ligase complex, FBXL19 variant	rdfs:label	pubmed:11961546,pubmed:15520277,pubmed:33234069,pubmed:34445249	complexportal
ncPRC1.6 complex	complexportal:CPX-2555	Non-canonical polycomb repressive complex 1.6, RING2-RYBP variant	oboInOwl:hasRelatedSynonym		complexportal
Non-canonical PRC1 complex	complexportal:CPX-2555	Non-canonical polycomb repressive complex 1.6, RING2-RYBP variant	oboInOwl:hasRelatedSynonym		complexportal
Non-canonical polycomb repressive complex 1.6, RING2-RYBP variant	complexportal:CPX-2555	Non-canonical polycomb repressive complex 1.6, RING2-RYBP variant	rdfs:label	pubmed:22325352,pubmed:29381691,pubmed:33202645	complexportal
Nucleosome, variant H3.1-H2A.2-H2B.1	complexportal:CPX-2556	Nucleosome, variant H3.1-H2A.2-H2B.1	rdfs:label	pubmed:21812398	complexportal
ncPRC1.6 complex	complexportal:CPX-2557	Non-canonical polycomb repressive complex 1.6, RING2-YAF2 variant	oboInOwl:hasRelatedSynonym		complexportal
Non-canonical PRC1 complex	complexportal:CPX-2557	Non-canonical polycomb repressive complex 1.6, RING2-YAF2 variant	oboInOwl:hasRelatedSynonym		complexportal
Non-canonical polycomb repressive complex 1.6, RING2-YAF2 variant	complexportal:CPX-2557	Non-canonical polycomb repressive complex 1.6, RING2-YAF2 variant	rdfs:label	pubmed:22325352,pubmed:29381691,pubmed:33202645	complexportal
Nucleosome core particle	complexportal:CPX-2558	Nucleosome complex, H2BC12 variant 	oboInOwl:hasRelatedSynonym		complexportal
Nucleosome complex, H2BC12 variant 	complexportal:CPX-2558	Nucleosome complex, H2BC12 variant 	rdfs:label	pubmed:15951514,pubmed:21812398,pubmed:28104852	complexportal
U7 small nuclear ribonucleoprotein complex	complexportal:CPX-2559	U7 small nuclear ribonucleoprotein complex	rdfs:label	pubmed:16495235,pubmed:19620235,pubmed:24145821	complexportal
TEF-1 - YAP1 complex	complexportal:CPX-256	YAP1-TEAD1 transcription factor complex	oboInOwl:hasRelatedSynonym		complexportal
YAP-TEAD complex	complexportal:CPX-256	YAP1-TEAD1 transcription factor complex	oboInOwl:hasRelatedSynonym		complexportal
YAP1-TEAD1 transcription factor complex	complexportal:CPX-256	YAP1-TEAD1 transcription factor complex	rdfs:label	pubmed:30903741	complexportal
Vhl-EloC-EloB complex	complexportal:CPX-2561	VHL-Elongin C-Elongin B E3 ubiquitin ligase complex	oboInOwl:hasRelatedSynonym		complexportal
VHL-Elongin C-Elongin B E3 ubiquitin ligase complex	complexportal:CPX-2561	VHL-Elongin C-Elongin B E3 ubiquitin ligase complex	rdfs:label	pubmed:11006129,pubmed:25310726	complexportal
WASH-C complex	complexportal:CPX-2562	WASH complex	oboInOwl:hasRelatedSynonym		complexportal
WASH complex	complexportal:CPX-2562	WASH complex	rdfs:label	pubmed:20498093,pubmed:20714399	complexportal
Wnt enhanceosome complex	complexportal:CPX-2563	Wnt enhanceosome complex	rdfs:label	pubmed:24183574,pubmed:26312500,pubmed:28296634,pubmed:32759724	complexportal
Nucleosome, variant H3.1t-H2A.2-H2B.1	complexportal:CPX-2564	Nucleosome, variant H3.1t-H2A.2-H2B.1	rdfs:label	pubmed:20498094	complexportal
SF3A complex	complexportal:CPX-2565	SF3A complex	rdfs:label	pubmed:10882114,pubmed:21349847	complexportal
Nucleosome, variant HTA1-HTB2 	complexportal:CPX-2566	Nucleosome, variant HTA1-HTB2 	rdfs:label		complexportal
Nuclear pore complex	complexportal:CPX-2568	Nuclear pore complex	rdfs:label	pubmed:22718353,pubmed:26341556,pubmed:35563762	complexportal
ESC/E(Z) complex	complexportal:CPX-2569	Polycomb repressive complex 2.1, EZH1-RBBP4-PCL1-PALI1 variant	oboInOwl:hasRelatedSynonym		complexportal
PRC2.1 complex	complexportal:CPX-2569	Polycomb repressive complex 2.1, EZH1-RBBP4-PCL1-PALI1 variant	oboInOwl:hasRelatedSynonym		complexportal
Polycomb repressive complex 2.1, EZH1-RBBP4-PCL1-PALI1 variant	complexportal:CPX-2569	Polycomb repressive complex 2.1, EZH1-RBBP4-PCL1-PALI1 variant	rdfs:label	pubmed:33514705,pubmed:35800061	complexportal
muscle-type nicotinic acetylcholine receptor; alpha1-beta1-delta-epsilon	complexportal:CPX-257	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic cholinergic receptor complex (foetal extrajunctional)	complexportal:CPX-257	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine-gated receptor complex (foetal extrajunctional)	complexportal:CPX-257	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine-gated receptor-channel complex (foetal extrajunctional)	complexportal:CPX-257	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine-gated cation channel complex (foetal extrajunctional)	complexportal:CPX-257	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
ionotropic acetylcholine receptor complex (foetal extrajunctional)	complexportal:CPX-257	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic cholinergic receptor complex, alpha1-beta1-delta-epsilon	complexportal:CPX-257	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine-gated ion channel complex (foetal extrajunctional)	complexportal:CPX-257	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
muscle-type nicotinic acetylcholine receptor complex (foetal extrajunctional)	complexportal:CPX-257	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	oboInOwl:hasRelatedSynonym		complexportal
Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	complexportal:CPX-257	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon	rdfs:label	pubmed:15701510,pubmed:15864502,pubmed:2642001,pubmed:8334706	complexportal
ESC/E(Z) complex	complexportal:CPX-2570	Polycomb repressive complex 2.1, EZH1-RBBP7-PCL3-PALI1 variant	oboInOwl:hasRelatedSynonym		complexportal
PRC2.1 complex	complexportal:CPX-2570	Polycomb repressive complex 2.1, EZH1-RBBP7-PCL3-PALI1 variant	oboInOwl:hasRelatedSynonym		complexportal
Polycomb repressive complex 2.1, EZH1-RBBP7-PCL3-PALI1 variant	complexportal:CPX-2570	Polycomb repressive complex 2.1, EZH1-RBBP7-PCL3-PALI1 variant	rdfs:label	pubmed:33514705,pubmed:35800061	complexportal
Non-canonical PRC1 complex	complexportal:CPX-2571	Non-canonical polycomb repressive complex 1.4, RNF2-RYBP variant	oboInOwl:hasRelatedSynonym		complexportal
ncPRC1.4 complex	complexportal:CPX-2571	Non-canonical polycomb repressive complex 1.4, RNF2-RYBP variant	oboInOwl:hasRelatedSynonym		complexportal
Non-canonical polycomb repressive complex 1.4, RNF2-RYBP variant	complexportal:CPX-2571	Non-canonical polycomb repressive complex 1.4, RNF2-RYBP variant	rdfs:label	pubmed:22325352,pubmed:33202645	complexportal
SMP complex	complexportal:CPX-25716	SHOC2-MRAS-PPP1CA complex	oboInOwl:hasRelatedSynonym		complexportal
KIAA0862-RRAS3-PPP1CA complex	complexportal:CPX-25716	SHOC2-MRAS-PPP1CA complex	oboInOwl:hasRelatedSynonym		complexportal
SHOC2-MRAS-PPP1CA complex	complexportal:CPX-25716	SHOC2-MRAS-PPP1CA complex	rdfs:label	pubmed:35830882,pubmed:35831509,pubmed:36175670	complexportal
MCSF-FMS complex	complexportal:CPX-25717	Macrophage colony-stimulating factor-1 receptor-ligand complex	oboInOwl:hasRelatedSynonym		complexportal
Macrophage colony-stimulating factor-1 receptor-ligand complex	complexportal:CPX-25717	Macrophage colony-stimulating factor-1 receptor-ligand complex	rdfs:label	pubmed:18718581,pubmed:22153499,pubmed:30618643	complexportal
SREBP-SCAP transcription regulator complex	complexportal:CPX-25718	SREBP-SCAP transcription regulator complex	rdfs:label	pubmed:15797383,pubmed:16537923,pubmed:27811944	complexportal
SMP complex	complexportal:CPX-25719	SHOC2-MRAS-PPP1CB complex	oboInOwl:hasRelatedSynonym		complexportal
KIAA0862-RRAS3-PPP1CB complex	complexportal:CPX-25719	SHOC2-MRAS-PPP1CB complex	oboInOwl:hasRelatedSynonym		complexportal
SHOC2-MRAS-PPP1CB complex	complexportal:CPX-25719	SHOC2-MRAS-PPP1CB complex	rdfs:label	pubmed:27264673,pubmed:35830882,pubmed:35831509	complexportal
Tubulin polyglutamylase complex	complexportal:CPX-2572	Tubulin polyglutamylase complex	rdfs:label	pubmed:17499049,pubmed:34782749,pubmed:35357568	complexportal
SMP complex	complexportal:CPX-25720	SHOC2-MRAS-PPP1CC complex	oboInOwl:hasRelatedSynonym		complexportal
KIAA0862-RRAS3-PPP1CC complex	complexportal:CPX-25720	SHOC2-MRAS-PPP1CC complex	oboInOwl:hasRelatedSynonym		complexportal
SHOC2-MRAS-PPP1CC complex	complexportal:CPX-25720	SHOC2-MRAS-PPP1CC complex	rdfs:label	pubmed:35768504,pubmed:35830882,pubmed:35831509	complexportal
SREBP-SCAP transcription regulator complex, SREBF2 variant	complexportal:CPX-25721	SREBP-SCAP transcription regulator complex, SREBF2 variant	rdfs:label	pubmed:28841344,pubmed:32432943	complexportal
Tumour necrosis factor ligand superfamily member 1 (TNF-a) receptor complex	complexportal:CPX-25723	sTNF-TNR1A receptor-ligand core complex, BIRC3 variant	oboInOwl:hasRelatedSynonym		complexportal
TNFA-TNFR1 complex	complexportal:CPX-25723	sTNF-TNR1A receptor-ligand core complex, BIRC3 variant	oboInOwl:hasRelatedSynonym		complexportal
TNFA-CD120a complex	complexportal:CPX-25723	sTNF-TNR1A receptor-ligand core complex, BIRC3 variant	oboInOwl:hasRelatedSynonym		complexportal
Cachectin ligand-receptor complex	complexportal:CPX-25723	sTNF-TNR1A receptor-ligand core complex, BIRC3 variant	oboInOwl:hasRelatedSynonym		complexportal
TNF-alpha ligand-receptor-1 complex	complexportal:CPX-25723	sTNF-TNR1A receptor-ligand core complex, BIRC3 variant	oboInOwl:hasRelatedSynonym		complexportal
TNF-RSC complex	complexportal:CPX-25723	sTNF-TNR1A receptor-ligand core complex, BIRC3 variant	oboInOwl:hasRelatedSynonym		complexportal
sTNF-TNR1A receptor-ligand core complex, BIRC3 variant	complexportal:CPX-25723	sTNF-TNR1A receptor-ligand core complex, BIRC3 variant	rdfs:label	pubmed:30755793,pubmed:32518229,pubmed:32671059,pubmed:33324405,pubmed:33495441,pubmed:33495445,pubmed:36179048,pubmed:36380021	complexportal
Cachectin ligand-receptor complex	complexportal:CPX-25726	mTNF-TNR1A receptor-ligand core complex, BIRC3 variant	oboInOwl:hasRelatedSynonym		complexportal
TNF-alpha ligand-receptor-1 complex	complexportal:CPX-25726	mTNF-TNR1A receptor-ligand core complex, BIRC3 variant	oboInOwl:hasRelatedSynonym		complexportal
Tumour necrosis factor ligand superfamily member 1 (TNF-a) receptor complex	complexportal:CPX-25726	mTNF-TNR1A receptor-ligand core complex, BIRC3 variant	oboInOwl:hasRelatedSynonym		complexportal
TNFA-TNFR1 complex	complexportal:CPX-25726	mTNF-TNR1A receptor-ligand core complex, BIRC3 variant	oboInOwl:hasRelatedSynonym		complexportal
TNFA-CD120a complex	complexportal:CPX-25726	mTNF-TNR1A receptor-ligand core complex, BIRC3 variant	oboInOwl:hasRelatedSynonym		complexportal
mTNF-TNR1A receptor-ligand core complex, BIRC3 variant	complexportal:CPX-25726	mTNF-TNR1A receptor-ligand core complex, BIRC3 variant	rdfs:label	pubmed:30755793,pubmed:32518229,pubmed:32671059,pubmed:33324405,pubmed:33495441,pubmed:33495445,pubmed:36380021	complexportal
Tumour necrosis factor ligand superfamily member 2 (TNF-a) receptor complex	complexportal:CPX-25727	mTNF-TNR1B receptor-ligand core complex, BIRC3 variant	oboInOwl:hasRelatedSynonym		complexportal
TNFA-CD120b complex	complexportal:CPX-25727	mTNF-TNR1B receptor-ligand core complex, BIRC3 variant	oboInOwl:hasRelatedSynonym		complexportal
TNF-alpha ligand-receptor-2 complex	complexportal:CPX-25727	mTNF-TNR1B receptor-ligand core complex, BIRC3 variant	oboInOwl:hasRelatedSynonym		complexportal
Cachectin ligand-receptor complex	complexportal:CPX-25727	mTNF-TNR1B receptor-ligand core complex, BIRC3 variant	oboInOwl:hasRelatedSynonym		complexportal
