text	curie	name	predicate	type	provenance	source
Clustered protocadherins	hgnc.genegroup:20	Clustered protocadherins	rdfs:label		pubmed:11230163,pubmed:23900538,pubmed:28268172,pubmed:32679536	hgnc.genegroup
HCAR	hgnc.genegroup:200	Hydroxycarboxylic acid receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Hydroxycarboxylic acid receptors	hgnc.genegroup:200	Hydroxycarboxylic acid receptors	rdfs:label		pubmed:21454438	hgnc.genegroup
AMER	hgnc.genegroup:2002	APC membrane recruitment proteins	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
APC membrane recruitment proteins	hgnc.genegroup:2002	APC membrane recruitment proteins	rdfs:label		pubmed:20843316	hgnc.genegroup
Atrophins	hgnc.genegroup:2003	Atrophins	rdfs:label		pubmed:17150957	hgnc.genegroup
Linker of nucleoskeleton and cytoskeleton complex subunits	hgnc.genegroup:2005	Linker of nucleoskeleton and cytoskeleton complex subunits	rdfs:label		pubmed:30888237,pubmed:31406505	hgnc.genegroup
Formins	hgnc.genegroup:2006	Formins	rdfs:label		pubmed:27695129	hgnc.genegroup
R2SP complex	hgnc.genegroup:2007	R2SP complex	rdfs:label		pubmed:29844425	hgnc.genegroup
Lipid like receptors	hgnc.genegroup:201	Lipid like receptors	rdfs:label			hgnc.genegroup
KASH domain containing	hgnc.genegroup:2010	KASH domain containing	rdfs:label		pubmed:16237665,pubmed:25720065,pubmed:30995155	hgnc.genegroup
FHF complex	hgnc.genegroup:2012	FHF complex	rdfs:label		pubmed:18799622,pubmed:27559088,pubmed:32073997	hgnc.genegroup
ODAD	hgnc.genegroup:2019	Outer dynein arm docking complex subunits	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Outer dynein arm docking complex subunits	hgnc.genegroup:2019	Outer dynein arm docking complex subunits	rdfs:label		pubmed:25192045,pubmed:27486780,pubmed:30471718,pubmed:35006274	hgnc.genegroup
CNR	hgnc.genegroup:202	Cannabinoid receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Cannabinoid receptors	hgnc.genegroup:202	Cannabinoid receptors	rdfs:label			hgnc.genegroup
Type II transmembrane serine proteases	hgnc.genegroup:2020	Type II transmembrane serine proteases	rdfs:label		pubmed:32196551	hgnc.genegroup
IQGAP	hgnc.genegroup:2021	IQ motif containing GTPase activating protein family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
IQ motif containing GTPase activating protein family	hgnc.genegroup:2021	IQ motif containing GTPase activating protein family	rdfs:label		pubmed:25722290	hgnc.genegroup
Oxoglutarate dehydrogenase complex	hgnc.genegroup:2022	Oxoglutarate dehydrogenase complex	rdfs:label		pubmed:18783430	hgnc.genegroup
PLOD	hgnc.genegroup:2023	Procollagen-lysine,2-oxoglutarate 5-dioxygenase family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Procollagen-lysine,2-oxoglutarate 5-dioxygenase family	hgnc.genegroup:2023	Procollagen-lysine,2-oxoglutarate 5-dioxygenase family	rdfs:label		pubmed:30003082	hgnc.genegroup
HACD	hgnc.genegroup:2025	3-hydroxyacyl-CoA dehydratase family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
3-hydroxyacyl-CoA dehydratase family	hgnc.genegroup:2025	3-hydroxyacyl-CoA dehydratase family	rdfs:label		pubmed:18554506	hgnc.genegroup
DYNC1	hgnc.genegroup:2028	Dynein 1 complex subunits	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Dynein 1 complex subunits	hgnc.genegroup:2028	Dynein 1 complex subunits	rdfs:label		pubmed:32083077,pubmed:35006274	hgnc.genegroup
DYNC2	hgnc.genegroup:2029	Dynein 2 complex subunits	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Dynein 2 complex subunits	hgnc.genegroup:2029	Dynein 2 complex subunits	rdfs:label		pubmed:25725253,pubmed:31451806,pubmed:32229580,pubmed:35006274	hgnc.genegroup
FFAR	hgnc.genegroup:203	Free fatty acid receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Free fatty acid receptors	hgnc.genegroup:203	Free fatty acid receptors	rdfs:label			hgnc.genegroup
ART	hgnc.genegroup:2030	ADP-ribosyltransferase family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
ADP-ribosyltransferase family	hgnc.genegroup:2030	ADP-ribosyltransferase family	rdfs:label		pubmed:12070318	hgnc.genegroup
Dyneins, axonemal outer arm complex subunits	hgnc.genegroup:2031	Dyneins, axonemal outer arm complex subunits	rdfs:label		pubmed:28765157,pubmed:35006274	hgnc.genegroup
Dyneins, axonemal inner arm I1/f complex subunits	hgnc.genegroup:2032	Dyneins, axonemal inner arm I1/f complex subunits	rdfs:label		pubmed:28765157,pubmed:35006274	hgnc.genegroup
DACT	hgnc.genegroup:2033	Dishevelled binding antagonist of beta catenin family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Dishevelled binding antagonist of beta catenin family	hgnc.genegroup:2033	Dishevelled binding antagonist of beta catenin family	rdfs:label		pubmed:21718540	hgnc.genegroup
DCLRE1	hgnc.genegroup:2035	DNA cross-link repair family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
DNA cross-link repair family	hgnc.genegroup:2035	DNA cross-link repair family	rdfs:label			hgnc.genegroup
Radical S-adenosylmethionine domain containing	hgnc.genegroup:2036	Radical S-adenosylmethionine domain containing	rdfs:label		pubmed:27145839	hgnc.genegroup
AGO	hgnc.genegroup:2037	Argonaute RISC component family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Argonaute RISC component family	hgnc.genegroup:2037	Argonaute RISC component family	rdfs:label		pubmed:32503341	hgnc.genegroup
PIWIL	hgnc.genegroup:2038	Piwi like RNA-mediated gene silencing family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Piwi like RNA-mediated gene silencing family	hgnc.genegroup:2038	Piwi like RNA-mediated gene silencing family	rdfs:label		pubmed:28993008	hgnc.genegroup
Myosin light chains, class 1	hgnc.genegroup:2039	Myosin light chains, class 1	rdfs:label			hgnc.genegroup
Leukotriene receptors	hgnc.genegroup:204	Leukotriene receptors	rdfs:label			hgnc.genegroup
Myosin light chains, class 2	hgnc.genegroup:2040	Myosin light chains, class 2	rdfs:label			hgnc.genegroup
CREC family	hgnc.genegroup:2042	CREC family	rdfs:label		pubmed:10648803,pubmed:19260022	hgnc.genegroup
MTRF	hgnc.genegroup:2044	Mitochondrial translation release factor family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Mitochondrial translation release factor family	hgnc.genegroup:2044	Mitochondrial translation release factor family	rdfs:label		pubmed:24352605,pubmed:25233460,pubmed:31896602,pubmed:33243891	hgnc.genegroup
U11 small nuclear ribonucleoprotein	hgnc.genegroup:2045	U11 small nuclear ribonucleoprotein	rdfs:label		pubmed:15146077	hgnc.genegroup
RSPH	hgnc.genegroup:2046	Axonemal radial spoke subunits	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Axonemal radial spoke subunits	hgnc.genegroup:2046	Axonemal radial spoke subunits	rdfs:label		pubmed:33318703	hgnc.genegroup
MCCC	hgnc.genegroup:2047	Methylcrotonyl-CoA carboxylase subunits	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Methylcrotonyl-CoA carboxylase subunits	hgnc.genegroup:2047	Methylcrotonyl-CoA carboxylase subunits	rdfs:label		pubmed:17360195	hgnc.genegroup
TFAP2	hgnc.genegroup:2048	Transcription factor AP-2 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Transcription factor AP-2 family	hgnc.genegroup:2048	Transcription factor AP-2 family	rdfs:label		pubmed:16420676	hgnc.genegroup
TET	hgnc.genegroup:2049	Tet methylcytosine dioxygenase family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Tet methylcytosine dioxygenase family	hgnc.genegroup:2049	Tet methylcytosine dioxygenase family	rdfs:label		pubmed:27036965	hgnc.genegroup
LPAR	hgnc.genegroup:205	Lysophosphatidic acid receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Lysophosphatidic acid receptors	hgnc.genegroup:205	Lysophosphatidic acid receptors	rdfs:label			hgnc.genegroup
ADD	hgnc.genegroup:2050	Adducin family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Adducin family	hgnc.genegroup:2050	Adducin family	rdfs:label		pubmed:28490361	hgnc.genegroup
TNRC6	hgnc.genegroup:2051	TNRC6 adaptor family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
TNRC6 adaptor family	hgnc.genegroup:2051	TNRC6 adaptor family	rdfs:label		pubmed:19470757	hgnc.genegroup
PARN exonuclease family	hgnc.genegroup:2052	PARN exonuclease family	rdfs:label		pubmed:28267419,pubmed:29669292,pubmed:32499401	hgnc.genegroup
ATPase F1/V1 alpha/A and beta/B subunit family	hgnc.genegroup:2053	ATPase F1/V1 alpha/A and beta/B subunit family	rdfs:label			hgnc.genegroup
7TM proteins	hgnc.genegroup:2054	7TM proteins	rdfs:label			hgnc.genegroup
TLDC	hgnc.genegroup:2055	TLDc domain containing	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
TLDc domain containing	hgnc.genegroup:2055	TLDc domain containing	rdfs:label		pubmed:28707022	hgnc.genegroup
7BS protein lysine methyltransferases	hgnc.genegroup:2056	7BS protein lysine methyltransferases	rdfs:label		pubmed:27407169,pubmed:36997089	hgnc.genegroup
7BS protein arginine methyltranferases	hgnc.genegroup:2057	7BS protein arginine methyltranferases	rdfs:label			hgnc.genegroup
7BS protein methyltransferases	hgnc.genegroup:2058	7BS protein methyltransferases	rdfs:label			hgnc.genegroup
7BS DNA/RNA methyltransferases	hgnc.genegroup:2059	7BS DNA/RNA methyltransferases	rdfs:label			hgnc.genegroup
S1PR1	hgnc.genegroup:206	Sphingosine 1-phosphate receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Sphingosine 1-phosphate receptors	hgnc.genegroup:206	Sphingosine 1-phosphate receptors	rdfs:label			hgnc.genegroup
7BS C5-cytosine DNA/RNA methyltransferases	hgnc.genegroup:2060	7BS C5-cytosine DNA/RNA methyltransferases	rdfs:label			hgnc.genegroup
7BS N6-adenosine DNA/RNA methyltransferases	hgnc.genegroup:2061	7BS N6-adenosine DNA/RNA methyltransferases	rdfs:label			hgnc.genegroup
7BS 2'O-ribose DNA/RNA methyltransferases	hgnc.genegroup:2062	7BS 2'O-ribose DNA/RNA methyltransferases	rdfs:label			hgnc.genegroup
7BS small molecule methyltransferases	hgnc.genegroup:2063	7BS small molecule methyltransferases	rdfs:label			hgnc.genegroup
7BS orphan methyltransferases	hgnc.genegroup:2066	7BS orphan methyltransferases	rdfs:label			hgnc.genegroup
Apelin receptor	hgnc.genegroup:2067	Apelin receptor	rdfs:label			hgnc.genegroup
NR0B	hgnc.genegroup:2068	Nuclear receptor subfamily 0 group B	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Nuclear receptor subfamily 0 group B	hgnc.genegroup:2068	Nuclear receptor subfamily 0 group B	rdfs:label			hgnc.genegroup
RAR	hgnc.genegroup:2069	Retinoic acid receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Retinoic acid receptors	hgnc.genegroup:2069	Retinoic acid receptors	rdfs:label			hgnc.genegroup
Prostaglandin receptors	hgnc.genegroup:207	Prostaglandin receptors	rdfs:label			hgnc.genegroup
THR	hgnc.genegroup:2070	Thyroid hormone receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Thyroid hormone receptors	hgnc.genegroup:2070	Thyroid hormone receptors	rdfs:label			hgnc.genegroup
PPAR	hgnc.genegroup:2071	Peroxisome proliferator activated receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Peroxisome proliferator activated receptors	hgnc.genegroup:2071	Peroxisome proliferator activated receptors	rdfs:label			hgnc.genegroup
NR1D	hgnc.genegroup:2072	Nuclear receptor subfamily 1 group D	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Nuclear receptor subfamily 1 group D	hgnc.genegroup:2072	Nuclear receptor subfamily 1 group D	rdfs:label			hgnc.genegroup
NR2C	hgnc.genegroup:2073	Nuclear receptor subfamily 2 group C	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Nuclear receptor subfamily 2 group C	hgnc.genegroup:2073	Nuclear receptor subfamily 2 group C	rdfs:label			hgnc.genegroup
NR2E	hgnc.genegroup:2074	Nuclear receptor subfamily 2 group E	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Nuclear receptor subfamily 2 group E	hgnc.genegroup:2074	Nuclear receptor subfamily 2 group E	rdfs:label			hgnc.genegroup
NR2F	hgnc.genegroup:2075	Nuclear receptor subfamily 2 group F	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Nuclear receptor subfamily 2 group F	hgnc.genegroup:2075	Nuclear receptor subfamily 2 group F	rdfs:label			hgnc.genegroup
NR3C	hgnc.genegroup:2076	Nuclear receptor subfamily 3 group C	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Nuclear receptor subfamily 3 group C	hgnc.genegroup:2076	Nuclear receptor subfamily 3 group C	rdfs:label			hgnc.genegroup
ESR	hgnc.genegroup:2077	Estrogen receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Estrogen receptors	hgnc.genegroup:2077	Estrogen receptors	rdfs:label			hgnc.genegroup
ESRR	hgnc.genegroup:2078	Estrogen related receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Estrogen related receptors	hgnc.genegroup:2078	Estrogen related receptors	rdfs:label			hgnc.genegroup
NR4A	hgnc.genegroup:2079	Nuclear receptor subfamily 4 group A	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Nuclear receptor subfamily 4 group A	hgnc.genegroup:2079	Nuclear receptor subfamily 4 group A	rdfs:label			hgnc.genegroup
PTAFR	hgnc.genegroup:208	Platelet activating factor receptor	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Platelet activating factor receptor	hgnc.genegroup:208	Platelet activating factor receptor	rdfs:label			hgnc.genegroup
NR5A	hgnc.genegroup:2080	Nuclear receptor subfamily 5 group A	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Nuclear receptor subfamily 5 group A	hgnc.genegroup:2080	Nuclear receptor subfamily 5 group A	rdfs:label			hgnc.genegroup
NR6A	hgnc.genegroup:2081	Nuclear receptor subfamily 6 group A	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Nuclear receptor subfamily 6 group A	hgnc.genegroup:2081	Nuclear receptor subfamily 6 group A	rdfs:label			hgnc.genegroup
ROR	hgnc.genegroup:2082	RAR related orphan receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
RAR related orphan receptors	hgnc.genegroup:2082	RAR related orphan receptors	rdfs:label			hgnc.genegroup
NR1H	hgnc.genegroup:2083	Nuclear receptor subfamily 1 group H	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Nuclear receptor subfamily 1 group H	hgnc.genegroup:2083	Nuclear receptor subfamily 1 group H	rdfs:label			hgnc.genegroup
NR1I	hgnc.genegroup:2084	Nuclear receptor subfamily 1 group I	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Nuclear receptor subfamily 1 group I	hgnc.genegroup:2084	Nuclear receptor subfamily 1 group I	rdfs:label			hgnc.genegroup
HNF4	hgnc.genegroup:2085	Hepatocyte nuclear factor 4 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Hepatocyte nuclear factor 4 family	hgnc.genegroup:2085	Hepatocyte nuclear factor 4 family	rdfs:label			hgnc.genegroup
RXR	hgnc.genegroup:2086	Retinoid X receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Retinoid X receptors	hgnc.genegroup:2086	Retinoid X receptors	rdfs:label			hgnc.genegroup
MTNR	hgnc.genegroup:209	Melatonin receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Melatonin receptors	hgnc.genegroup:209	Melatonin receptors	rdfs:label			hgnc.genegroup
SWI/SNF related BAF chromatin remodeling complexes	hgnc.genegroup:2091	SWI/SNF related BAF chromatin remodeling complexes	rdfs:label			hgnc.genegroup
GBA	hgnc.genegroup:2092	Glucosylceramidases	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Glucosylceramidases	hgnc.genegroup:2092	Glucosylceramidases	rdfs:label		pubmed:26582417	hgnc.genegroup
OAS	hgnc.genegroup:2093	2'-5'-oligoadenylate synthetase family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
2'-5'-oligoadenylate synthetase family	hgnc.genegroup:2093	2'-5'-oligoadenylate synthetase family	rdfs:label		pubmed:30587119	hgnc.genegroup
Peptidase family A28 	hgnc.genegroup:2098	Peptidase family A28 	rdfs:label		pubmed:32193351,pubmed:32521225	hgnc.genegroup
Peptidase family A22	hgnc.genegroup:2099	Peptidase family A22	rdfs:label		pubmed:20482315	hgnc.genegroup
Non-clustered protocadherins	hgnc.genegroup:21	Non-clustered protocadherins	rdfs:label		pubmed:28268172	hgnc.genegroup
Nucleotide like receptors	hgnc.genegroup:210	Nucleotide like receptors	rdfs:label			hgnc.genegroup
Cleavage factor Im complex subunits	hgnc.genegroup:2101	Cleavage factor Im complex subunits	rdfs:label		pubmed:20695905,pubmed:21881408,pubmed:9659921	hgnc.genegroup
Class I HDAC complexes	hgnc.genegroup:2102	Class I HDAC complexes	rdfs:label		pubmed:21049000,pubmed:33266366	hgnc.genegroup
MiDAC complex subunits	hgnc.genegroup:2103	MiDAC complex subunits	rdfs:label		pubmed:32591534	hgnc.genegroup
Metallopeptidases	hgnc.genegroup:2104	Metallopeptidases	rdfs:label			hgnc.genegroup
M48 metallopeptidase family	hgnc.genegroup:2105	M48 metallopeptidase family	rdfs:label		pubmed:33130089	hgnc.genegroup
M49 metallopeptidase family	hgnc.genegroup:2106	M49 metallopeptidase family	rdfs:label		pubmed:27025154,pubmed:34314529	hgnc.genegroup
M54 metallopeptidase family	hgnc.genegroup:2107	M54 metallopeptidase family	rdfs:label			hgnc.genegroup
M76 metallopeptidase family	hgnc.genegroup:2108	M76 metallopeptidase family	rdfs:label		pubmed:17135288,pubmed:22990235	hgnc.genegroup
Peptidase family C1	hgnc.genegroup:2109	Peptidase family C1	rdfs:label			hgnc.genegroup
ADORA	hgnc.genegroup:211	Adenosine receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Adenosine receptors	hgnc.genegroup:211	Adenosine receptors	rdfs:label			hgnc.genegroup
Glyoxalase domain containing	hgnc.genegroup:2111	Glyoxalase domain containing	rdfs:label		pubmed:30682498,pubmed:36048613	hgnc.genegroup
FDX	hgnc.genegroup:2115	Ferredoxin family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Ferredoxin family	hgnc.genegroup:2115	Ferredoxin family	rdfs:label		pubmed:28001042	hgnc.genegroup
AIMP	hgnc.genegroup:2116	Aminoacyl tRNA synthetase complex interacting multifunctional proteins	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Aminoacyl tRNA synthetase complex interacting multifunctional proteins	hgnc.genegroup:2116	Aminoacyl tRNA synthetase complex interacting multifunctional proteins	rdfs:label		pubmed:16125937	hgnc.genegroup
TPGS	hgnc.genegroup:2117	Tubulin polyglutamylase complex subunits	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Tubulin polyglutamylase complex subunits	hgnc.genegroup:2117	Tubulin polyglutamylase complex subunits	rdfs:label		pubmed:15890843,pubmed:34782749	hgnc.genegroup
LMOD	hgnc.genegroup:2118	Leiomodins	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Leiomodins	hgnc.genegroup:2118	Leiomodins	rdfs:label		pubmed:11318603	hgnc.genegroup
SKI complex subunits	hgnc.genegroup:2119	SKI complex subunits	rdfs:label		pubmed:32006463	hgnc.genegroup
P2R	hgnc.genegroup:212	Purinergic receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Purinergic receptors	hgnc.genegroup:212	Purinergic receptors	rdfs:label			hgnc.genegroup
Fc receptors	hgnc.genegroup:2120	Fc receptors	rdfs:label		pubmed:34915182	hgnc.genegroup
EIF2AK	hgnc.genegroup:2124	Eukaryotic translation initiation factor 2 alpha kinases	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Eukaryotic translation initiation factor 2 alpha kinases	hgnc.genegroup:2124	Eukaryotic translation initiation factor 2 alpha kinases	rdfs:label		pubmed:23354059,pubmed:29538447,pubmed:32327570	hgnc.genegroup
Zinc fingers PCLO-type	hgnc.genegroup:2125	Zinc fingers PCLO-type	rdfs:label		pubmed:10707984,pubmed:23403927	hgnc.genegroup
SCF complex core subunits	hgnc.genegroup:2126	SCF complex core subunits	rdfs:label		pubmed:31562368,pubmed:35345853	hgnc.genegroup
PASD	hgnc.genegroup:2127	PAS domain containing	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
PAS domain containing	hgnc.genegroup:2127	PAS domain containing	rdfs:label		pubmed:10357859	hgnc.genegroup
MIF4G domain containing proteins	hgnc.genegroup:2128	MIF4G domain containing proteins	rdfs:label		pubmed:10973054,pubmed:34923703	hgnc.genegroup
MD-2 related lipid recognition domain containing	hgnc.genegroup:2129	MD-2 related lipid recognition domain containing	rdfs:label		pubmed:12076526	hgnc.genegroup
P2RY	hgnc.genegroup:213	P2Y receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
P2Y receptors	hgnc.genegroup:213	P2Y receptors	rdfs:label			hgnc.genegroup
GIYD	hgnc.genegroup:2130	GIY-YIG endonuclease domain containing	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
GIY-YIG endonuclease domain containing	hgnc.genegroup:2130	GIY-YIG endonuclease domain containing	rdfs:label		pubmed:16646971	hgnc.genegroup
SIK	hgnc.genegroup:2131	SIK family kinases	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
SIK family kinases	hgnc.genegroup:2131	SIK family kinases	rdfs:label		pubmed:33861845	hgnc.genegroup
MARK	hgnc.genegroup:2132	Microtubule affinity regulating kinases	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Microtubule affinity regulating kinases	hgnc.genegroup:2132	Microtubule affinity regulating kinases	rdfs:label		pubmed:19559622	hgnc.genegroup
PRKAA related kinases	hgnc.genegroup:2133	PRKAA related kinases	rdfs:label		pubmed:19245655	hgnc.genegroup
PRKAA	hgnc.genegroup:2134	Protein kinase AMP-activated catalytic subunit alphas	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Protein kinase AMP-activated catalytic subunit alphas	hgnc.genegroup:2134	Protein kinase AMP-activated catalytic subunit alphas	rdfs:label			hgnc.genegroup
BRSK	hgnc.genegroup:2135	BR serine/threonine kinases	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
BR serine/threonine kinases	hgnc.genegroup:2135	BR serine/threonine kinases	rdfs:label		pubmed:18339622	hgnc.genegroup
NUAK	hgnc.genegroup:2136	NUAK family kinases	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
NUAK family kinases	hgnc.genegroup:2136	NUAK family kinases	rdfs:label		pubmed:23873311	hgnc.genegroup
MELK	hgnc.genegroup:2137	MELK family kinases	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MELK family kinases	hgnc.genegroup:2137	MELK family kinases	rdfs:label		pubmed:14976552	hgnc.genegroup
Zinc fingers TRAF-type	hgnc.genegroup:2139	Zinc fingers TRAF-type	rdfs:label			hgnc.genegroup
P2RX	hgnc.genegroup:214	Purinergic receptors P2X	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Purinergic receptors P2X	hgnc.genegroup:214	Purinergic receptors P2X	rdfs:label			hgnc.genegroup
PHK	hgnc.genegroup:2140	Phosphorylase kinase subunits	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Phosphorylase kinase subunits	hgnc.genegroup:2140	Phosphorylase kinase subunits	rdfs:label		pubmed:22969083,pubmed:30659246	hgnc.genegroup
BLTP	hgnc.genegroup:2141	Bridge-like lipid transfer protein family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Bridge-like lipid transfer protein family	hgnc.genegroup:2141	Bridge-like lipid transfer protein family	rdfs:label		pubmed:35491307	hgnc.genegroup
SHMT	hgnc.genegroup:2142	Serine hydroxymethyltransferase family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Serine hydroxymethyltransferase family	hgnc.genegroup:2142	Serine hydroxymethyltransferase family	rdfs:label		pubmed:8505317	hgnc.genegroup
Protein kinase A subunits	hgnc.genegroup:2144	Protein kinase A subunits	rdfs:label		pubmed:35252178	hgnc.genegroup
Lysophospholipid acyltransferases	hgnc.genegroup:2147	Lysophospholipid acyltransferases	rdfs:label		pubmed:34890643	hgnc.genegroup
Alpha-2-macroglobulin family	hgnc.genegroup:2148	Alpha-2-macroglobulin family	rdfs:label		pubmed:35037393,pubmed:7693397	hgnc.genegroup
OPN	hgnc.genegroup:215	Opsin receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Opsin receptors	hgnc.genegroup:215	Opsin receptors	rdfs:label			hgnc.genegroup
TENM	hgnc.genegroup:2150	Teneurin transmembrane protein family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Teneurin transmembrane protein family	hgnc.genegroup:2150	Teneurin transmembrane protein family	rdfs:label		pubmed:30618567	hgnc.genegroup
TOX	hgnc.genegroup:2151	thymocyte selection associated high mobility group box family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
thymocyte selection associated high mobility group box family	hgnc.genegroup:2151	thymocyte selection associated high mobility group box family	rdfs:label		pubmed:12697058,pubmed:35485425	hgnc.genegroup
SLC12	hgnc.genegroup:2152	Solute carrier family 12	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Solute carrier family 12	hgnc.genegroup:2152	Solute carrier family 12	rdfs:label		pubmed:23506871	hgnc.genegroup
SLC39	hgnc.genegroup:2153	Solute carrier family 39 	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Solute carrier family 39 	hgnc.genegroup:2153	Solute carrier family 39 	rdfs:label		pubmed:23506894	hgnc.genegroup
SLC1	hgnc.genegroup:2154	Solute carrier family 1	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Solute carrier family 1	hgnc.genegroup:2154	Solute carrier family 1	rdfs:label		pubmed:23506861	hgnc.genegroup
SLC2	hgnc.genegroup:2155	Solute carrier family 2	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Solute carrier family 2	hgnc.genegroup:2155	Solute carrier family 2	rdfs:label		pubmed:23506862	hgnc.genegroup
SLC3	hgnc.genegroup:2156	Solute carrier family 3	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Solute carrier family 3	hgnc.genegroup:2156	Solute carrier family 3	rdfs:label		pubmed:23506863,pubmed:34684812	hgnc.genegroup
SLC4	hgnc.genegroup:2157	Solute carrier family 4	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
