subject_id	subject_label	object_id	object_label	predicate_id	mapping_justification
zfin:ZDB-GENE-040429-1	sox21b	ncbigene:406246	sox21b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040429-2	egfl7	ncbigene:678640	egfl7	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040502-1	dusp19b	ncbigene:406252	dusp19b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040504-1	nr1d2a	ncbigene:402815	nr1d2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040511-1	ela2l	ncbigene:334304	ela2l	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040513-1	asic1b	ncbigene:407672	asic1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040513-2	asic1a	ncbigene:791696	asic1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040513-3	asic1c	ncbigene:407670	asic1c	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040513-4	asic2	ncbigene:407669	asic2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040513-5	asic4a	ncbigene:407668	asic4a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040513-6	asic4b	ncbigene:407667	asic4b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040513-7	cdh23	ncbigene:407978	cdh23	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040513-8	ight	ncbigene:446139	ight	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040513-9	ighd	ncbigene:101883016	ighd	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-13	ighv4-8	ncbigene:777741	ighv4-8	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-16	ighv5-2	ncbigene:777697	ighv5-2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-18	ighv5-4	ncbigene:554307	ighv5-4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-19	ighv5-5	ncbigene:554308	ighv5-5	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-2	ighv2-1	ncbigene:100535575	ighv2-1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-22	ighv5-8	ncbigene:777761	ighv5-8	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-23	ighv6-1	ncbigene:777698	ighv6-1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-27	ighv8-2	ncbigene:777742	ighv8-2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-28	ighv8-3	ncbigene:777699	ighv8-3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-29	ighv8-4	ncbigene:554309	ighv8-4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-30	ighv9-1	ncbigene:554310	ighv9-1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-31	ighv9-2	ncbigene:554311	ighv9-2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-34	ighv10-1	ncbigene:619194	ighv10-1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-36	ighv11-1	ncbigene:777700	ighv11-1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-37	ighv11-2	ncbigene:554312	ighv11-2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-41	ighv13-2	ncbigene:777762	ighv13-2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-42	ighv14-1	ncbigene:777701	ighv14-1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-6	ighv4-1	ncbigene:554306	ighv4-1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-8	ighv4-2	ncbigene:619191	ighv4-2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040514-9	ighv4-3	ncbigene:561498	ighv4-3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040516-11	tcf12	ncbigene:407985	tcf12	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040516-12	lsm12a	ncbigene:407986	lsm12a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040516-14	arhgef18a	ncbigene:407987	arhgef18a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040516-17	rcan2	ncbigene:407988	rcan2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040516-18	adss1	ncbigene:407989	adss1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040516-3	ppp1caa	ncbigene:407980	ppp1caa	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040516-7	fam184aa	ncbigene:407982	fam184aa	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040516-8	tp53bp2a	ncbigene:407983	tp53bp2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040516-9	thrap3b	ncbigene:407984	thrap3b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040518-1	he1.3	ncbigene:792176	he1.3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040520-1	vipas39	ncbigene:415096	vipas39	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040520-2	tbpl1	ncbigene:403035	tbpl1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040520-3	tbpl2	ncbigene:407713	tbpl2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040520-4	actc1a	ncbigene:408256	actc1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040525-1	rab4a	ncbigene:403031	rab4a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040525-2	abcb10	ncbigene:100003744	abcb10	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040525-3	cacna1db	ncbigene:403311	cacna1db	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040526-1	dzip1	ncbigene:402875	dzip1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040527-1	rgma	ncbigene:414272	rgma	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040527-2	rgmb	ncbigene:414273	rgmb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040608-1	harbi1	ncbigene:445279	harbi1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040611-1	nrp1b	ncbigene:402973	nrp1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040611-2	nrp2a	ncbigene:405901	nrp2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040611-3	nrp2b	ncbigene:405902	nrp2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040611-4	pane1	ncbigene:402852	pane1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040614-1	ift57	ncbigene:414929	ift57	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040614-2	ift20	ncbigene:414930	ift20	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040614-3	ift52	ncbigene:414931	ift52	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040614-4	fabp7b	ncbigene:407736	fabp7b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040615-1	nkx1.2la	ncbigene:405755	nkx1.2la	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040615-2	nkx1.2lb	ncbigene:407077	nkx1.2lb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040616-1	serac1	ncbigene:568022	serac1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040616-2	esrrb	ncbigene:407693	esrrb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040616-3	esrrd	ncbigene:407692	esrrd	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040616-4	esrrgb	ncbigene:407691	esrrgb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040617-1	lck	ncbigene:414333	lck	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040617-2	cry-dash	ncbigene:402986	cry-dash	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040618-2	psmb1	ncbigene:445413	psmb1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040618-3	rhoua	ncbigene:492802	rhoua	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040618-4	gnpat	ncbigene:572335	gnpat	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040621-1	fgf17	ncbigene:407737	fgf17	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040621-2	vangl1	ncbigene:403076	vangl1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040622-1	zic5	ncbigene:403041	zic5	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040622-2	rpl36	ncbigene:405888	rpl36	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040622-3	nf2b	ncbigene:405887	nf2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040622-4	zic4	ncbigene:767673	zic4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040622-5	rps29	ncbigene:405889	rps29	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040623-1	pth1a	ncbigene:405886	pth1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040623-2	pth1b	ncbigene:405885	pth1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040623-3	dact1	ncbigene:405799	dact1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040624-1	isl1b	ncbigene:415131	isl1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040624-10	popdc3	ncbigene:415108	popdc3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040624-11	bves	ncbigene:415107	bves	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040624-12	trpv6	ncbigene:100000322	trpv6	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040624-2	top1mt	ncbigene:415098	top1mt	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040624-3	crabp1b	ncbigene:415102	crabp1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040624-4	tph2	ncbigene:407712	tph2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040624-5	ctcf	ncbigene:415104	ctcf	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040624-6	adgrv1	ncbigene:415105	adgrv1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040624-7	mafga	ncbigene:415134	mafga	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040624-8	puraa	ncbigene:415106	puraa	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040624-9	mafk	ncbigene:415133	mafk	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-10	cwc15	ncbigene:415140	cwc15	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-102	zgc:86839	ncbigene:415200	zgc:86839	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-104	psmd4a	ncbigene:415202	psmd4a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-105	tmx2b	ncbigene:415203	tmx2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-107	arpc3	ncbigene:415204	arpc3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-109	eaf1	ncbigene:415205	eaf1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-11	stx12	ncbigene:415141	stx12	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-111	luc7l	ncbigene:415206	luc7l	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-112	rbks	ncbigene:415207	rbks	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-113	zgc:86811	ncbigene:415208	zgc:86811	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-114	tpm2	ncbigene:415209	tpm2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-115	efcab7	ncbigene:415210	efcab7	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-116	puf60b	ncbigene:415211	puf60b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-119	tnni2a.4	ncbigene:494164	tnni2a.4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-12	mrpl23	ncbigene:415142	mrpl23	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-120	get3	ncbigene:325704	get3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-121	ralbb	ncbigene:415213	ralbb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-125	psmc3ip	ncbigene:415214	psmc3ip	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-126	ccr6a	ncbigene:558616	ccr6a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-127	ppih	ncbigene:494165	ppih	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-129	b3gnt3.1	ncbigene:494166	b3gnt3.1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-130	guk1a	ncbigene:415216	guk1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-131	gtf2f2a	ncbigene:415217	gtf2f2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-133	rab1bb	ncbigene:415219	rab1bb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-135	mpdu1b	ncbigene:415220	mpdu1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-136	psmd8	ncbigene:415221	psmd8	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-138	plppr1	ncbigene:415222	plppr1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-139	trim63a	ncbigene:415223	trim63a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-14	dguok	ncbigene:100005067	dguok	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-140	tmed4	ncbigene:415224	tmed4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-141	dram2b	ncbigene:415225	dram2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-142	golga7	ncbigene:798622	golga7	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-144	ptges3b	ncbigene:415227	ptges3b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-145	crygm2d6	ncbigene:415228	crygm2d6	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-146	rabac1	ncbigene:407650	rabac1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-147	rpl11	ncbigene:415229	rpl11	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-15	cops2	ncbigene:415145	cops2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-150	sms	ncbigene:80872	sms	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-151	zgc:86738	ncbigene:415231	zgc:86738	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-154	crygm2d18	ncbigene:415232	crygm2d18	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-155	dhrs11b.1	ncbigene:791770	dhrs11b.1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-156	med22	ncbigene:415234	med22	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-157	ostf1	ncbigene:405783	ostf1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-158	cab39	ncbigene:415235	cab39	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-159	ppil3	ncbigene:415236	ppil3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-160	ddt	ncbigene:415237	ddt	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-161	rpp40	ncbigene:415238	rpp40	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-162	pigk	ncbigene:415239	pigk	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-164	cav2	ncbigene:415240	cav2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-166	calua	ncbigene:415241	calua	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-167	rap1aa	ncbigene:415242	rap1aa	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-168	ndufa1	ncbigene:415243	ndufa1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-17	hprt1l	ncbigene:415146	hprt1l	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-171	dcun1d2b	ncbigene:415246	dcun1d2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-174	idh3b	ncbigene:415247	idh3b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-175	rcn3	ncbigene:415248	rcn3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-176	trnt1	ncbigene:415249	trnt1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-177	rpf1	ncbigene:415250	rpf1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-178	ints12	ncbigene:415251	ints12	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-179	eaf2	ncbigene:415252	eaf2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-18	gnptg	ncbigene:415147	gnptg	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-180	cox5ba	ncbigene:415253	cox5ba	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-181	zgc:86598	ncbigene:415254	zgc:86598	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-182	wipf2b	ncbigene:415255	wipf2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-2	cyp51	ncbigene:414331	cyp51	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-21	sae1	ncbigene:415148	sae1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-24	lum	ncbigene:415149	lum	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-25	eif2b1	ncbigene:415150	eif2b1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-27	rac2	ncbigene:415151	rac2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-3	bet1	ncbigene:415135	bet1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-30	gyg1b	ncbigene:415152	gyg1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-31	stxbp6	ncbigene:415153	stxbp6	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-34	ppid	ncbigene:415155	ppid	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-35	actc2	ncbigene:570210	actc2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-36	sf3b6	ncbigene:415157	sf3b6	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-38	cycsb	ncbigene:415158	cycsb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-39	rpl37	ncbigene:415159	rpl37	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-45	vamp3	ncbigene:415163	vamp3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-46	acte1	ncbigene:415164	acte1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-48	pvalb4	ncbigene:337731	pvalb4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-49	fabp6	ncbigene:415166	fabp6	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-50	lsm6	ncbigene:415167	lsm6	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-51	rpl39	ncbigene:415168	rpl39	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-52	rps13	ncbigene:415169	rps13	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-53	slc12a2	ncbigene:415170	slc12a2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-55	snrpd3	ncbigene:415171	snrpd3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-57	pvalb1	ncbigene:402805	pvalb1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-59	antkmt	ncbigene:100000855	antkmt	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-6	sra1	ncbigene:415137	sra1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-61	med6	ncbigene:415174	med6	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-62	tnnc1b	ncbigene:415175	tnnc1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-63	nudt5	ncbigene:415176	nudt5	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-65	rnf14	ncbigene:415177	rnf14	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-68	cbx1b	ncbigene:415180	cbx1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-69	psmc1b	ncbigene:415181	psmc1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-7	akr1b1.1	ncbigene:415138	akr1b1.1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-71	rnf141	ncbigene:414846	rnf141	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-72	cyp2aa4	ncbigene:415182	cyp2aa4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-73	tubd1	ncbigene:415183	tubd1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-74	msrb3	ncbigene:415184	msrb3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-75	mapk11	ncbigene:415185	mapk11	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-76	yipf6	ncbigene:415186	yipf6	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-77	brk1	ncbigene:415187	brk1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-78	tmem19	ncbigene:415188	tmem19	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-79	slc25a11	ncbigene:415189	slc25a11	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-8	cryba2a	ncbigene:415139	cryba2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-80	zgc:86896	ncbigene:415190	zgc:86896	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-81	tnni4b.2	ncbigene:415191	tnni4b.2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-82	emc2	ncbigene:407073	emc2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-83	pnp4a	ncbigene:415192	pnp4a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-84	atg4c	ncbigene:415193	atg4c	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-88	lysmd3	ncbigene:415194	lysmd3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-90	cdk5rap3	ncbigene:415195	cdk5rap3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-92	vamp4	ncbigene:393708	vamp4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-93	rpl5b	ncbigene:415196	rpl5b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040625-95	nudt15	ncbigene:415197	nudt15	oboinowl:hasDbXref	sempav:UnspecifiedMatching
